order_id,customer_id,warehouse_id,driver_id,vehicle_id,order_date,region,order_status,delivery_status,order_value,delivery_distance_km,promised_delivery_time_min,actual_delivery_time_min,delivery_delay_min,is_delayed,delivery_per_km_value,order_day_of_week,order_month,order_day,is_weekend,distance_bucket,order_value_bucket,temperature_c,humidity_pct,rainfall_mm,weather_condition,is_rainy,heavy_rain_flag,high_humidity_flag,weather_risk,delay_ratio,delivery_efficiency,delivery_risk,weather_delay_risk
ORD004654,CUST0897,WH002,DRV0138,VEH0071,2026-06-26,Vellore,Dispatched,Delivered,117.88,8.06,68.72,67.73,0.0,0,14.63,Friday,6,26,0,Medium,Low,29.35,41.86,4.57,Light Rain,1,0,0,Moderate,0.0,1.015,Low,1
ORD001586,CUST0175,WH001,DRV0056,VEH0149,2026-06-27,Coimbatore,Processing,Delivered,438.65,21.21,113.67,106.63,0.0,0,20.68,Saturday,6,27,1,Long,Medium,31.75,75.88,1.96,Clear,1,0,0,Moderate,0.0,1.066,Low,1
ORD000466,CUST0089,WH003,DRV0110,VEH0057,2026-06-27,Chennai,Dispatched,Delivered,169.34,7.04,43.39,49.81,6.42,1,24.05,Saturday,6,27,1,Medium,Low,34.04,64.24,5.28,Light Rain,1,0,0,Moderate,0.148,0.871,Medium,2
ORD003575,CUST0948,WH005,DRV0138,VEH0101,2026-06-27,Erode,Processing,Delivered,591.69,14.8,126.21,119.13,0.0,0,39.98,Saturday,6,27,1,Medium,High,37.7,47.56,3.83,Light Rain,1,0,0,Moderate,0.0,1.059,Low,1
ORD003518,CUST0797,WH001,DRV0182,VEH0104,2026-06-27,Madurai,Dispatched,Delivered,100.0,4.65,59.62,62.04,2.42,1,21.51,Saturday,6,27,1,Short,Low,34.31,53.3,4.61,Light Rain,1,0,0,Moderate,0.041,0.961,Medium,2
ORD002800,CUST0182,WH007,DRV0010,VEH0060,2026-06-27,Salem,Processing,Delivered,322.43,10.62,87.92,86.5,0.0,0,30.36,Saturday,6,27,1,Medium,Medium,37.16,77.05,2.85,Light Rain,1,0,0,Moderate,0.0,1.016,Low,1
ORD003661,CUST0714,WH003,DRV0025,VEH0146,2026-06-27,Coimbatore,Confirmed,Delayed,101.88,9.68,66.25,66.15,0.0,1,10.52,Saturday,6,27,1,Medium,Low,31.75,75.88,1.96,Clear,1,0,0,Moderate,0.0,1.002,Medium,2
ORD003840,CUST0820,WH007,DRV0150,VEH0081,2026-06-27,Coimbatore,Dispatched,In Transit,100.0,13.05,87.19,77.55,0.0,0,7.66,Saturday,6,27,1,Medium,Low,31.75,75.88,1.96,Clear,1,0,0,Moderate,0.0,1.124,Low,1
ORD000815,CUST0810,WH002,DRV0173,VEH0053,2026-06-27,Salem,Processing,Delivered,100.0,7.81,59.67,66.96,7.29,1,12.8,Saturday,6,27,1,Medium,Low,37.16,77.05,2.85,Light Rain,1,0,0,Moderate,0.122,0.891,Medium,2
ORD002512,CUST0711,WH004,DRV0103,VEH0074,2026-06-27,Vellore,Processing,Delivered,100.0,12.52,68.76,80.66,11.9,1,7.99,Saturday,6,27,1,Medium,Low,33.21,66.34,1.95,Clear,1,0,0,Moderate,0.173,0.852,Medium,2
ORD003140,CUST0792,WH009,DRV0106,VEH0071,2026-06-27,Madurai,Dispatched,Delivered,683.49,14.19,80.26,79.4,0.0,0,48.17,Saturday,6,27,1,Medium,High,34.31,53.3,4.61,Light Rain,1,0,0,Moderate,0.0,1.011,Low,1
ORD001355,CUST0032,WH007,DRV0087,VEH0024,2026-06-27,Tirunelveli,Dispatched,Delayed,547.06,21.39,133.16,118.3,0.0,1,25.58,Saturday,6,27,1,Long,High,36.11,55.08,3.99,Light Rain,1,0,0,Moderate,0.0,1.126,Medium,2
ORD000649,CUST0902,WH006,DRV0168,VEH0062,2026-06-27,Erode,Processing,Delivered,105.53,12.07,57.44,59.12,1.68,1,8.74,Saturday,6,27,1,Medium,Low,37.7,47.56,3.83,Light Rain,1,0,0,Moderate,0.029,0.972,Medium,2
ORD002422,CUST0622,WH006,DRV0151,VEH0078,2026-06-27,Madurai,Dispatched,Delivered,100.0,9.67,85.67,77.04,0.0,0,10.34,Saturday,6,27,1,Medium,Low,34.31,53.3,4.61,Light Rain,1,0,0,Moderate,0.0,1.112,Low,1
ORD002312,CUST0992,WH005,DRV0076,VEH0108,2026-06-27,Tirunelveli,Dispatched,In Transit,150.42,4.96,42.52,47.76,5.24,1,30.33,Saturday,6,27,1,Short,Low,36.11,55.08,3.99,Light Rain,1,0,0,Moderate,0.123,0.89,Medium,2
ORD002900,CUST0301,WH004,DRV0085,VEH0132,2026-06-27,Vellore,Confirmed,Delivered,200.07,28.1,137.82,135.22,0.0,0,7.12,Saturday,6,27,1,Long,Low,33.21,66.34,1.95,Clear,1,0,0,Moderate,0.0,1.019,Low,1
ORD004831,CUST0396,WH002,DRV0044,VEH0199,2026-06-27,Trichy,Dispatched,Delivered,100.0,7.7,60.55,61.58,1.03,1,12.99,Saturday,6,27,1,Medium,Low,37.04,79.53,1.14,Clear,1,0,0,Moderate,0.017,0.983,Medium,2
ORD001605,CUST0184,WH008,DRV0003,VEH0091,2026-06-27,Trichy,Dispatched,In Transit,172.48,25.11,150.06,166.1,16.04,1,6.87,Saturday,6,27,1,Long,Low,37.04,79.53,1.14,Clear,1,0,0,Moderate,0.107,0.903,Medium,2
ORD004826,CUST0087,WH003,DRV0080,VEH0087,2026-06-28,Trichy,Dispatched,Delivered,169.17,10.19,73.45,68.11,0.0,0,16.6,Sunday,6,28,1,Medium,Low,29.99,85.55,4.06,Light Rain,1,0,1,Moderate,0.0,1.078,Low,1
ORD000349,CUST0557,WH010,DRV0017,VEH0184,2026-06-28,Tirunelveli,Dispatched,Delivered,230.27,6.7,56.4,64.78,8.38,1,34.37,Sunday,6,28,1,Medium,Low,30.86,72.5,3.32,Light Rain,1,0,0,Moderate,0.149,0.871,Medium,2
ORD002852,CUST0720,WH003,DRV0117,VEH0193,2026-06-28,Vellore,Dispatched,In Transit,199.86,11.22,59.18,56.59,0.0,0,17.81,Sunday,6,28,1,Medium,Low,31.76,54.96,1.88,Clear,1,0,0,Moderate,0.0,1.046,Low,1
ORD002522,CUST0197,WH010,DRV0083,VEH0062,2026-06-28,Madurai,Processing,Delivered,471.55,21.56,159.99,139.64,0.0,0,21.87,Sunday,6,28,1,Long,Medium,32.39,55.26,2.57,Light Rain,1,0,0,Moderate,0.0,1.146,Low,1
ORD002785,CUST0474,WH010,DRV0191,VEH0119,2026-06-28,Tirunelveli,Processing,Delivered,639.26,12.04,56.53,51.48,0.0,0,53.09,Sunday,6,28,1,Medium,High,30.86,72.5,3.32,Light Rain,1,0,0,Moderate,0.0,1.098,Low,1
ORD004012,CUST0353,WH004,DRV0086,VEH0114,2026-06-28,Coimbatore,Dispatched,Delivered,100.0,2.66,26.91,28.75,1.84,1,37.59,Sunday,6,28,1,Short,Low,28.45,66.25,0.95,Clear,1,0,0,Moderate,0.068,0.936,Medium,2
ORD002472,CUST0184,WH005,DRV0199,VEH0082,2026-06-28,Trichy,Processing,Delivered,120.13,17.65,88.92,89.03,0.11,1,6.81,Sunday,6,28,1,Long,Low,29.99,85.55,4.06,Light Rain,1,0,1,Moderate,0.001,0.999,Medium,2
ORD002748,CUST0054,WH010,DRV0019,VEH0108,2026-06-28,Salem,Processing,Delayed,104.93,8.82,63.33,57.88,0.0,1,11.9,Sunday,6,28,1,Medium,Low,31.83,64.75,5.93,Light Rain,1,0,0,Moderate,0.0,1.094,Medium,2
ORD001484,CUST0259,WH005,DRV0009,VEH0085,2026-06-28,Madurai,Confirmed,Delivered,207.07,10.01,52.29,55.31,3.02,1,20.69,Sunday,6,28,1,Medium,Low,32.39,55.26,2.57,Light Rain,1,0,0,Moderate,0.058,0.945,Medium,2
ORD002924,CUST0789,WH004,DRV0172,VEH0140,2026-06-28,Vellore,Processing,Delivered,286.99,6.89,53.89,54.06,0.17,1,41.65,Sunday,6,28,1,Medium,Medium,31.76,54.96,1.88,Clear,1,0,0,Moderate,0.003,0.997,Medium,2
ORD002929,CUST0267,WH004,DRV0127,VEH0050,2026-06-28,Chennai,Cancelled,Cancelled,100.0,8.79,,,,0,11.38,Sunday,6,28,1,Medium,Low,30.42,66.39,1.02,Clear,1,0,0,Moderate,,,Low,1
ORD004250,CUST0698,WH001,DRV0174,VEH0086,2026-06-28,Coimbatore,Dispatched,Delivered,129.13,9.24,65.33,60.97,0.0,0,13.98,Sunday,6,28,1,Medium,Low,28.45,66.25,0.95,Clear,1,0,0,Moderate,0.0,1.072,Low,1
ORD002613,CUST0367,WH009,DRV0004,VEH0167,2026-06-28,Tirunelveli,Dispatched,Delivered,357.77,14.77,88.14,97.7,9.56,1,24.22,Sunday,6,28,1,Medium,Medium,30.86,72.5,3.32,Light Rain,1,0,0,Moderate,0.108,0.902,Medium,2
ORD002047,CUST0196,WH005,DRV0082,VEH0066,2026-06-28,Erode,Dispatched,Delivered,100.0,26.48,194.38,186.68,0.0,0,3.78,Sunday,6,28,1,Long,Low,32.59,66.19,0.78,Clear,1,0,0,Moderate,0.0,1.041,Low,1
ORD002802,CUST0903,WH004,DRV0118,VEH0043,2026-06-28,Vellore,Dispatched,Delivered,932.45,6.33,54.2,59.16,4.96,1,147.31,Sunday,6,28,1,Medium,High,31.76,54.96,1.88,Clear,1,0,0,Moderate,0.092,0.916,Medium,2
ORD001238,CUST0185,WH005,DRV0179,VEH0146,2026-06-28,Coimbatore,Confirmed,Delivered,273.35,4.45,31.94,30.19,0.0,0,61.43,Sunday,6,28,1,Short,Medium,28.45,66.25,0.95,Clear,1,0,0,Moderate,0.0,1.058,Low,1
ORD000233,CUST0685,WH005,DRV0177,VEH0085,2026-06-28,Vellore,Dispatched,Delivered,100.0,11.83,55.88,52.06,0.0,0,8.45,Sunday,6,28,1,Medium,Low,31.76,54.96,1.88,Clear,1,0,0,Moderate,0.0,1.073,Low,1
ORD001278,CUST0907,WH004,DRV0140,VEH0038,2026-06-28,Chennai,Confirmed,Delivered,245.79,15.74,101.9,100.69,0.0,0,15.62,Sunday,6,28,1,Long,Low,30.42,66.39,1.02,Clear,1,0,0,Moderate,0.0,1.012,Low,1
ORD000663,CUST0090,WH007,DRV0149,VEH0071,2026-06-28,Erode,Confirmed,Delivered,144.47,4.9,36.87,37.31,0.44,1,29.48,Sunday,6,28,1,Short,Low,32.59,66.19,0.78,Clear,1,0,0,Moderate,0.012,0.988,Medium,2
ORD000975,CUST0506,WH003,DRV0031,VEH0029,2026-06-28,Trichy,Dispatched,Delivered,169.19,9.04,61.99,71.06,9.07,1,18.72,Sunday,6,28,1,Medium,Low,29.99,85.55,4.06,Light Rain,1,0,1,Moderate,0.146,0.872,Medium,2
ORD003225,CUST0726,WH006,DRV0197,VEH0171,2026-06-28,Trichy,Confirmed,Delivered,235.74,40.81,210.18,196.95,0.0,0,5.78,Sunday,6,28,1,Very Long,Low,29.99,85.55,4.06,Light Rain,1,0,1,Moderate,0.0,1.067,Low,1
ORD001958,CUST0635,WH007,DRV0132,VEH0055,2026-06-28,Trichy,Dispatched,Delivered,100.26,15.99,87.7,95.87,8.17,1,6.27,Sunday,6,28,1,Long,Low,29.99,85.55,4.06,Light Rain,1,0,1,Moderate,0.093,0.915,Medium,2
ORD004141,CUST0513,WH004,DRV0037,VEH0077,2026-06-28,Chennai,Confirmed,Delivered,221.09,10.24,54.08,62.98,8.9,1,21.59,Sunday,6,28,1,Medium,Low,30.42,66.39,1.02,Clear,1,0,0,Moderate,0.165,0.859,Medium,2
ORD001653,CUST0144,WH006,DRV0003,VEH0129,2026-06-28,Erode,Dispatched,Delivered,100.0,27.82,106.32,94.34,0.0,0,3.59,Sunday,6,28,1,Long,Low,32.59,66.19,0.78,Clear,1,0,0,Moderate,0.0,1.127,Low,1
ORD004374,CUST0993,WH003,DRV0106,VEH0070,2026-06-29,Madurai,Cancelled,Cancelled,207.32,9.91,,,,0,20.92,Monday,6,29,0,Medium,Low,33.34,57.16,5.17,Light Rain,1,0,0,Moderate,,,Low,1
ORD001643,CUST0167,WH006,DRV0118,VEH0178,2026-06-29,Coimbatore,Confirmed,Delayed,292.36,16.56,77.87,86.7,8.83,1,17.65,Monday,6,29,0,Long,Medium,27.76,66.14,5.63,Light Rain,1,0,0,Moderate,0.113,0.898,Medium,2
ORD000078,CUST0737,WH004,DRV0165,VEH0188,2026-06-29,Coimbatore,Processing,In Transit,398.8,9.32,47.64,54.85,7.21,1,42.79,Monday,6,29,0,Medium,Medium,27.76,66.14,5.63,Light Rain,1,0,0,Moderate,0.151,0.869,Medium,2
ORD000634,CUST0889,WH010,DRV0198,VEH0128,2026-06-29,Tirunelveli,Dispatched,Delivered,252.28,9.28,46.23,54.26,8.03,1,27.19,Monday,6,29,0,Medium,Medium,29.14,67.73,12.67,Rain,1,0,0,Moderate,0.174,0.852,Medium,2
ORD004110,CUST0065,WH006,DRV0182,VEH0080,2026-06-29,Tirunelveli,Dispatched,Delivered,220.53,8.03,69.72,74.34,4.62,1,27.46,Monday,6,29,0,Medium,Low,29.14,67.73,12.67,Rain,1,0,0,Moderate,0.066,0.938,Medium,2
ORD004339,CUST0553,WH009,DRV0157,VEH0048,2026-06-29,Trichy,Processing,Delivered,100.0,10.53,40.34,45.89,5.55,1,9.5,Monday,6,29,0,Medium,Low,32.65,59.31,7.12,Light Rain,1,0,0,Moderate,0.138,0.879,Medium,2
ORD002610,CUST0283,WH006,DRV0158,VEH0184,2026-06-29,Erode,Dispatched,Delivered,195.0,8.83,54.69,63.81,9.12,1,22.08,Monday,6,29,0,Medium,Low,28.91,72.92,2.66,Light Rain,1,0,0,Moderate,0.167,0.857,Medium,2
ORD003354,CUST0061,WH007,DRV0053,VEH0190,2026-06-29,Tirunelveli,Confirmed,Delivered,181.73,23.07,128.02,130.49,2.47,1,7.88,Monday,6,29,0,Long,Low,29.14,67.73,12.67,Rain,1,0,0,Moderate,0.019,0.981,Medium,2
ORD004154,CUST0233,WH007,DRV0011,VEH0120,2026-06-29,Vellore,Processing,Delivered,113.93,25.18,125.29,137.2,11.91,1,4.52,Monday,6,29,0,Long,Low,31.84,80.09,4.44,Light Rain,1,0,1,Moderate,0.095,0.913,Medium,2
ORD000682,CUST0214,WH007,DRV0194,VEH0160,2026-06-29,Salem,Confirmed,Delivered,111.29,3.03,39.51,37.59,0.0,0,36.73,Monday,6,29,0,Short,Low,33.01,59.42,0.23,Clear,1,0,0,Moderate,0.0,1.051,Low,1
ORD002063,CUST0448,WH006,DRV0007,VEH0104,2026-06-29,Salem,Dispatched,In Transit,110.92,8.38,66.78,59.95,0.0,0,13.24,Monday,6,29,0,Medium,Low,33.01,59.42,0.23,Clear,1,0,0,Moderate,0.0,1.114,Low,1
ORD004184,CUST0094,WH010,DRV0037,VEH0034,2026-06-29,Salem,Dispatched,Delivered,367.86,19.74,110.03,109.77,0.0,0,18.64,Monday,6,29,0,Long,Medium,33.01,59.42,0.23,Clear,1,0,0,Moderate,0.0,1.002,Low,1
ORD004736,CUST0004,WH005,DRV0135,VEH0019,2026-06-29,Coimbatore,Dispatched,Delivered,106.3,13.75,118.33,126.57,8.24,1,7.73,Monday,6,29,0,Medium,Low,27.76,66.14,5.63,Light Rain,1,0,0,Moderate,0.07,0.935,Medium,2
ORD002670,CUST0839,WH005,DRV0152,VEH0112,2026-06-29,Erode,Processing,Delivered,100.0,25.23,147.12,157.96,10.84,1,3.96,Monday,6,29,0,Long,Low,28.91,72.92,2.66,Light Rain,1,0,0,Moderate,0.074,0.931,Medium,2
ORD000833,CUST0741,WH003,DRV0163,VEH0006,2026-06-29,Vellore,Confirmed,In Transit,260.86,17.09,88.03,90.61,2.58,1,15.26,Monday,6,29,0,Long,Medium,31.84,80.09,4.44,Light Rain,1,0,1,Moderate,0.029,0.972,Medium,2
ORD003381,CUST0414,WH005,DRV0061,VEH0049,2026-06-29,Tirunelveli,Processing,Delivered,314.95,11.47,68.89,59.91,0.0,0,27.46,Monday,6,29,0,Medium,Medium,29.14,67.73,12.67,Rain,1,0,0,Moderate,0.0,1.15,Low,1
ORD000608,CUST0204,WH005,DRV0192,VEH0139,2026-06-30,Erode,Processing,Delivered,1661.1,18.72,142.49,130.5,0.0,0,88.73,Tuesday,6,30,0,Long,Premium,31.5,48.82,5.92,Light Rain,1,0,0,Moderate,0.0,1.092,Low,1
ORD000960,CUST0125,WH009,DRV0109,VEH0139,2026-06-30,Vellore,Dispatched,Delivered,100.0,10.07,59.89,70.31,10.42,1,9.93,Tuesday,6,30,0,Medium,Low,33.27,46.06,6.54,Light Rain,1,0,0,Moderate,0.174,0.852,Medium,2
ORD001849,CUST0236,WH010,DRV0039,VEH0143,2026-06-30,Tirunelveli,Confirmed,In Transit,691.21,22.16,85.64,89.97,4.33,1,31.19,Tuesday,6,30,0,Long,High,36.75,41.38,1.27,Clear,1,0,0,Moderate,0.051,0.952,Medium,2
ORD003881,CUST0405,WH001,DRV0108,VEH0029,2026-06-30,Madurai,Processing,Delivered,401.64,13.92,86.32,76.91,0.0,0,28.85,Tuesday,6,30,0,Medium,Medium,36.34,57.37,0.36,Clear,1,0,0,Moderate,0.0,1.122,Low,1
ORD004825,CUST0025,WH007,DRV0054,VEH0015,2026-06-30,Chennai,Confirmed,In Transit,121.92,17.76,90.65,100.89,10.24,1,6.86,Tuesday,6,30,0,Long,Low,35.4,33.24,1.03,Clear,1,0,0,Moderate,0.113,0.899,Medium,2
ORD004663,CUST0698,WH005,DRV0199,VEH0119,2026-06-30,Vellore,Processing,In Transit,467.66,10.6,79.5,80.15,0.65,1,44.12,Tuesday,6,30,0,Medium,Medium,33.27,46.06,6.54,Light Rain,1,0,0,Moderate,0.008,0.992,Medium,2
ORD004870,CUST0024,WH004,DRV0124,VEH0101,2026-06-30,Trichy,Processing,Delivered,302.08,11.58,53.56,48.47,0.0,0,26.09,Tuesday,6,30,0,Medium,Medium,33.49,75.06,2.58,Light Rain,1,0,0,Moderate,0.0,1.105,Low,1
ORD001564,CUST0417,WH003,DRV0136,VEH0183,2026-06-30,Vellore,Dispatched,Delivered,284.8,15.86,109.91,111.41,1.5,1,17.96,Tuesday,6,30,0,Long,Medium,33.27,46.06,6.54,Light Rain,1,0,0,Moderate,0.014,0.987,Medium,2
ORD002573,CUST0035,WH008,DRV0024,VEH0087,2026-06-30,Coimbatore,Confirmed,Delivered,179.24,8.5,63.1,58.65,0.0,0,21.09,Tuesday,6,30,0,Medium,Low,35.21,45.88,3.45,Light Rain,1,0,0,Moderate,0.0,1.076,Low,1
ORD002664,CUST0389,WH004,DRV0109,VEH0018,2026-06-30,Madurai,Processing,Delivered,130.14,11.32,105.15,93.91,0.0,0,11.5,Tuesday,6,30,0,Medium,Low,36.34,57.37,0.36,Clear,1,0,0,Moderate,0.0,1.12,Low,1
ORD003461,CUST0001,WH006,DRV0143,VEH0074,2026-06-30,Coimbatore,Confirmed,Delivered,111.37,9.89,34.64,32.6,0.0,0,11.26,Tuesday,6,30,0,Medium,Low,35.21,45.88,3.45,Light Rain,1,0,0,Moderate,0.0,1.063,Low,1
ORD000381,CUST0232,WH004,DRV0001,VEH0135,2026-06-30,Madurai,Dispatched,Delivered,426.84,6.73,42.83,49.4,6.57,1,63.42,Tuesday,6,30,0,Medium,Medium,36.34,57.37,0.36,Clear,1,0,0,Moderate,0.153,0.867,Medium,2
ORD001999,CUST0395,WH009,DRV0088,VEH0043,2026-07-01,Salem,Processing,Delivered,360.7,3.78,49.15,48.33,0.0,0,95.42,Wednesday,7,1,0,Short,Medium,32.05,45.68,6.64,Light Rain,1,0,0,Moderate,0.0,1.017,Low,1
ORD000429,CUST0306,WH005,DRV0018,VEH0012,2026-07-01,Erode,Dispatched,Delayed,103.21,9.38,56.03,62.7,6.67,1,11.0,Wednesday,7,1,0,Medium,Low,29.41,52.24,1.15,Clear,1,0,0,Moderate,0.119,0.894,Medium,2
ORD004238,CUST0334,WH001,DRV0167,VEH0009,2026-07-01,Madurai,Processing,Delivered,205.8,13.18,75.96,68.14,0.0,0,15.61,Wednesday,7,1,0,Medium,Low,30.3,73.93,10.89,Rain,1,0,0,Moderate,0.0,1.115,Low,1
ORD001523,CUST0694,WH003,DRV0091,VEH0032,2026-07-01,Madurai,Dispatched,Delivered,444.01,5.45,53.63,53.92,0.29,1,81.47,Wednesday,7,1,0,Medium,Medium,30.3,73.93,10.89,Rain,1,0,0,Moderate,0.005,0.995,Medium,2
ORD001502,CUST0850,WH005,DRV0085,VEH0082,2026-07-01,Chennai,Dispatched,Delivered,298.61,14.33,91.12,105.82,14.7,1,20.84,Wednesday,7,1,0,Medium,Medium,32.59,63.56,15.94,Rain,1,0,0,Moderate,0.161,0.861,Medium,2
ORD002280,CUST0852,WH010,DRV0154,VEH0081,2026-07-01,Tirunelveli,Dispatched,Delivered,275.42,6.15,41.51,47.63,6.12,1,44.78,Wednesday,7,1,0,Medium,Medium,28.61,77.88,19.73,Rain,1,0,0,Moderate,0.147,0.872,Medium,2
ORD000580,CUST0980,WH004,DRV0048,VEH0166,2026-07-01,Salem,Dispatched,Delivered,158.06,11.6,71.54,70.89,0.0,0,13.63,Wednesday,7,1,0,Medium,Low,32.05,45.68,6.64,Light Rain,1,0,0,Moderate,0.0,1.009,Low,1
ORD004194,CUST0647,WH003,DRV0046,VEH0026,2026-07-01,Salem,Dispatched,Delivered,100.0,6.13,64.52,60.57,0.0,0,16.31,Wednesday,7,1,0,Medium,Low,32.05,45.68,6.64,Light Rain,1,0,0,Moderate,0.0,1.065,Low,1
ORD001456,CUST0274,WH009,DRV0188,VEH0181,2026-07-01,Tirunelveli,Processing,Delivered,534.12,17.3,111.77,130.43,18.66,1,30.87,Wednesday,7,1,0,Long,High,28.61,77.88,19.73,Rain,1,0,0,Moderate,0.167,0.857,Medium,2
ORD003029,CUST0169,WH009,DRV0026,VEH0126,2026-07-01,Erode,Dispatched,Delivered,186.97,3.75,39.54,35.8,0.0,0,49.86,Wednesday,7,1,0,Short,Low,29.41,52.24,1.15,Clear,1,0,0,Moderate,0.0,1.104,Low,1
ORD002661,CUST0205,WH001,DRV0021,VEH0109,2026-07-01,Vellore,Processing,Delivered,100.0,32.93,176.67,203.04,26.37,1,3.04,Wednesday,7,1,0,Very Long,Low,30.38,83.16,12.0,Rain,1,0,1,Moderate,0.149,0.87,Medium,2
ORD000789,CUST0946,WH009,DRV0134,VEH0188,2026-07-01,Trichy,Processing,Delivered,121.37,17.75,104.68,94.57,0.0,0,6.84,Wednesday,7,1,0,Long,Low,28.56,75.02,9.85,Rain,1,0,0,Moderate,0.0,1.107,Low,1
ORD000814,CUST0861,WH003,DRV0057,VEH0184,2026-07-01,Coimbatore,Confirmed,Delivered,603.66,22.84,109.48,117.8,8.32,1,26.43,Wednesday,7,1,0,Long,High,32.33,68.34,13.1,Rain,1,0,0,Moderate,0.076,0.929,Medium,2
ORD004535,CUST0912,WH010,DRV0153,VEH0159,2026-07-01,Trichy,Confirmed,In Transit,256.87,13.99,92.31,98.84,6.53,1,18.36,Wednesday,7,1,0,Medium,Medium,28.56,75.02,9.85,Rain,1,0,0,Moderate,0.071,0.934,Medium,2
ORD003139,CUST0214,WH002,DRV0044,VEH0085,2026-07-01,Erode,Dispatched,Delivered,278.02,5.71,69.19,69.02,0.0,0,48.69,Wednesday,7,1,0,Medium,Medium,29.41,52.24,1.15,Clear,1,0,0,Moderate,0.0,1.002,Low,1
ORD003371,CUST0889,WH003,DRV0008,VEH0167,2026-07-01,Coimbatore,Dispatched,Delayed,143.2,10.71,92.39,83.18,0.0,1,13.37,Wednesday,7,1,0,Medium,Low,32.33,68.34,13.1,Rain,1,0,0,Moderate,0.0,1.111,Medium,2
ORD002451,CUST0688,WH004,DRV0002,VEH0035,2026-07-01,Salem,Processing,Delivered,197.01,4.84,38.23,41.38,3.15,1,40.7,Wednesday,7,1,0,Short,Low,32.05,45.68,6.64,Light Rain,1,0,0,Moderate,0.082,0.924,Medium,2
ORD002417,CUST0348,WH002,DRV0184,VEH0110,2026-07-01,Salem,Dispatched,Delivered,144.31,8.06,39.19,43.15,3.96,1,17.9,Wednesday,7,1,0,Medium,Low,32.05,45.68,6.64,Light Rain,1,0,0,Moderate,0.101,0.908,Medium,2
ORD003249,CUST0459,WH003,DRV0184,VEH0044,2026-07-01,Salem,Processing,Delivered,484.33,5.03,33.34,31.29,0.0,0,96.29,Wednesday,7,1,0,Medium,Medium,32.05,45.68,6.64,Light Rain,1,0,0,Moderate,0.0,1.066,Low,1
ORD004619,CUST0450,WH007,DRV0026,VEH0047,2026-07-02,Madurai,Processing,Delivered,283.76,11.96,66.32,75.44,9.12,1,23.73,Thursday,7,2,0,Medium,Medium,30.46,80.56,2.62,Light Rain,1,0,1,Moderate,0.138,0.879,Medium,2
ORD000224,CUST0791,WH008,DRV0132,VEH0120,2026-07-02,Tirunelveli,Dispatched,Delivered,154.77,7.54,32.26,36.26,4.0,1,20.53,Thursday,7,2,0,Medium,Low,28.25,73.37,7.85,Light Rain,1,0,0,Moderate,0.124,0.89,Medium,2
ORD004062,CUST0722,WH008,DRV0048,VEH0029,2026-07-02,Erode,Dispatched,Delivered,263.45,19.64,137.42,136.0,0.0,0,13.41,Thursday,7,2,0,Long,Medium,31.51,64.16,3.31,Light Rain,1,0,0,Moderate,0.0,1.01,Low,1
ORD004942,CUST0789,WH002,DRV0150,VEH0093,2026-07-02,Coimbatore,Dispatched,In Transit,134.61,16.97,91.45,103.91,12.46,1,7.93,Thursday,7,2,0,Long,Low,29.63,66.63,2.6,Light Rain,1,0,0,Moderate,0.136,0.88,Medium,2
ORD001197,CUST0900,WH006,DRV0013,VEH0132,2026-07-02,Erode,Processing,Delivered,473.21,16.89,117.41,107.11,0.0,0,28.02,Thursday,7,2,0,Long,Medium,31.51,64.16,3.31,Light Rain,1,0,0,Moderate,0.0,1.096,Low,1
ORD003251,CUST0286,WH010,DRV0129,VEH0113,2026-07-02,Salem,Processing,Delivered,122.76,7.33,37.38,42.25,4.87,1,16.75,Thursday,7,2,0,Medium,Low,26.53,73.99,6.81,Light Rain,1,0,0,Moderate,0.13,0.885,Medium,2
ORD000522,CUST0482,WH007,DRV0109,VEH0017,2026-07-02,Chennai,Confirmed,Delivered,257.57,7.7,54.41,62.21,7.8,1,33.45,Thursday,7,2,0,Medium,Medium,28.48,76.99,23.07,Rain,1,1,0,High,0.143,0.875,High,3
ORD001536,CUST0795,WH006,DRV0028,VEH0011,2026-07-02,Salem,Dispatched,Delivered,349.47,12.36,63.2,74.12,10.92,1,28.27,Thursday,7,2,0,Medium,Medium,26.53,73.99,6.81,Light Rain,1,0,0,Moderate,0.173,0.853,Medium,2
ORD004997,CUST0489,WH009,DRV0119,VEH0058,2026-07-02,Vellore,Processing,Delivered,162.85,14.17,65.0,63.66,0.0,0,11.49,Thursday,7,2,0,Medium,Low,28.39,71.44,7.5,Light Rain,1,0,0,Moderate,0.0,1.021,Low,1
ORD004667,CUST0983,WH007,DRV0059,VEH0158,2026-07-02,Madurai,Dispatched,Delivered,227.75,4.7,20.52,23.24,2.72,1,48.46,Thursday,7,2,0,Short,Low,30.46,80.56,2.62,Light Rain,1,0,1,Moderate,0.133,0.883,Medium,2
ORD004490,CUST0625,WH005,DRV0195,VEH0021,2026-07-02,Madurai,Dispatched,Delivered,251.13,20.39,134.05,120.85,0.0,0,12.32,Thursday,7,2,0,Long,Medium,30.46,80.56,2.62,Light Rain,1,0,1,Moderate,0.0,1.109,Low,1
ORD001954,CUST0444,WH004,DRV0046,VEH0098,2026-07-02,Madurai,Dispatched,Delivered,100.0,19.88,141.69,133.92,0.0,0,5.03,Thursday,7,2,0,Long,Low,30.46,80.56,2.62,Light Rain,1,0,1,Moderate,0.0,1.058,Low,1
